Title,Author,Released,Purchased,Medium,Type,Category,Methodology,Theme1,Theme2,Theme3,Theme4,Theme5
Flight Levels,Klaus Leopold & Siegfried Kaltenecker,2018,2023-07-15,Kindle,Knowledge,Agile & Lean,,flow,delivery,agile,,
Breaking the Spell,Daniel C. Dennett,2006,2023-07-14,Audible,Knowledge,Philosophy,,consciousness,ethics,human-behavior,,
The God Delusion,Richard Dawkins,2006,2023-07-14,Audible,Knowledge,Philosophy,,consciousness,ethics,human-behavior,,
Understanding Organizations...Finally!,Henry Mintzberg,2021,2023-07-13,Audible,Knowledge,Organization,,systems-thinking,power-dynamics,leadership,,
Managing the Unmanageable,Mickey Mantle & Ron Lichty,2012,2023-07-04,Kindle,Knowledge,Organization,,leadership,systems-thinking,delivery,,
Apocalypse Never,Michael Shellenberger,2020,2023-07-04,Audible,Knowledge,Science,,future-scenarios,ethics,systems-thinking,,
The History of Money,Jack Weatherford,1997,2023-06-29,Audible,Knowledge,Economics,,civilization,human-behavior,strategy,,
Das Artefakt,Andreas Brandhorst,2020,2023-06-22,Audible,Story,Space Opera,,civilization,ai-impact,future-scenarios,,
Bermuda,Thomas Finn,2021,2023-06-22,Audible,Story,Thriller,,chaos,future-scenarios,ethics,,
Die Staatenlos-Mentalität,Christoph Heuermann,2020,2023-06-14,Kindle,Knowledge,Politics,,power-dynamics,strategy,civilization,,
The Light of Other Days,Arthur C. Clarke & Stephen Baxter,2000,2023-06-12,Kindle,Story,Hard Science,,consciousness,ai-impact,future-scenarios,,
The Windup Girl,Paolo Bacigalupi,2009,2023-06-12,Kindle,Story,Near Future,,future-scenarios,ethics,civilization,,
The Light of Other Days,Arthur C. Clarke & Stephen Baxter,2000,2023-06-12,Audible,Story,Hard Science,,consciousness,ai-impact,future-scenarios,,
The Windup Girl,Paolo Bacigalupi,2009,2023-06-12,Audible,Story,Near Future,,future-scenarios,ethics,civilization,,
Drink?,David Nutt,2020,2023-06-07,Kindle,Knowledge,Health,,health,human-behavior,ethics,,
Build,Tony Fadell,2022,2023-06-02,Audible,Knowledge,Startup,,leadership,creativity,product-thinking,,
The Ape That Understood the Universe,Steve Stewart-Williams,2018,2023-05-27,Audible,Knowledge,Science,,evolution,human-behavior,systems-thinking,,
Amphitrite - Der schwarze Planet,Brandon Q. Morris,2019,2023-05-27,Audible,Story,Hard Science,,future-scenarios,ai-impact,consciousness,,
Die größte Chance aller Zeiten,Marc Friedrich,2021,2023-05-23,Audible,Knowledge,Economics,,strategy,future-scenarios,power-dynamics,,
Zweite Foundation,Isaac Asimov,1953,2023-05-16,Audible,Story,Classic SF,,civilization,systems-thinking,future-scenarios,,
Foundation und Imperium,Isaac Asimov,1952,2023-05-10,Audible,Story,Classic SF,,civilization,systems-thinking,future-scenarios,,
Product First,Luís Gonçalves,2023,2023-05-09,Kindle,Knowledge,Product,,product-thinking,customer-centricity,business-value,,
False Alarm,Bjorn Lomborg,2020,2023-05-09,Audible,Knowledge,Science,,future-scenarios,ethics,systems-thinking,,
Speaker for the Dead,Orson Scott Card,1986,2023-05-09,Audible,Story,Classic SF,,civilization,consciousness,ethics,,
Technokratischer Totalitarismus,Antony P. Mueller,2023,2023-05-08,Kindle,Knowledge,Politics,,power-dynamics,civilization,ethics,,
Propaganda,Jaques Ellul,1962,2023-05-02,Kindle,Knowledge,Politics,,power-dynamics,influence,civilization,,
Propaganda,Jaques Ellul,1962,2023-05-02,Audible,Knowledge,Politics,,power-dynamics,influence,civilization,,
Foundation (Apple Series Tie-in Edition),Isaac Asimov,1951,2023-04-27,Audible,Story,Classic SF,,civilization,systems-thinking,future-scenarios,,
Do Epic Shit,Ankur Warikoo,2021,2023-04-19,Kindle,Knowledge,Psychology,,identity,leadership,human-behavior,,
The Dictator's Handbook,Bruce Bueno de Mesquita & Alastair Smith,2011,2023-04-19,Audible,Knowledge,Politics,,power-dynamics,strategy,civilization,,
Factfulness,Hans Rosling & Anna Rosling Rönnlund & Ola Rosling,2018,2023-04-19,Audible,Knowledge,Anthropology,,civilization,human-behavior,systems-thinking,,
Do Epic Shit,Ankur Warikoo,2021,2023-04-19,Audible,Knowledge,Psychology,,identity,human-behavior,leadership,,
The Art of Prompt Engineering with ChatGPT,Nathan Hunter,2023,2023-04-18,Kindle,Knowledge,AI,,ai-impact,digital,future-scenarios,,
What Is ChatGPT Doing,Stephen Wolfram,2023,2023-04-11,Kindle,Knowledge,AI,,ai-impact,digital,systems-thinking,,
Co-Active Coaching,Henry Kimsey-House & Karen Kimsey-House & Phillip Sandahl & Laura Whitworth & Alexis Phillips,2018,2023-04-11,Audible,Knowledge,Leadership,,leadership,human-behavior,identity,,
12 Rules for Life,Jordan B. Peterson,2018,2023-04-08,Audible,Knowledge,Psychology,,identity,ethics,human-behavior,,
The Catalyst,Jonah Berger,2020,2023-04-02,Audible,Knowledge,Communication,,influence,human-behavior,strategy,,
User Stories Applied,Cohn Mike,2004,2023-03-31,Kindle,Knowledge,Agile & Lean,,agile,delivery,customer-centricity,,
Scaling People,Claire Hughes Johnson,2023,2023-03-26,Audible,Knowledge,Leadership,,leadership,systems-thinking,human-behavior,,
The Social Brain,Tracey Camilleri & Samantha Rockey & Robin Dunbar,2022,2023-03-20,Kindle,Knowledge,Anthropology,,evolution,human-behavior,systems-thinking,,
What Works,Tara McMullin,2021,2023-03-18,Kindle,Knowledge,Strategy,,strategy,influence,business-value,leadership,
What Works,Tara McMullin,2021,2023-03-18,Audible,Knowledge,Strategy,,strategy,influence,business-value,leadership,
Leadership Is Language,L. David Marquet,2020,2023-03-15,Kindle,Knowledge,Leadership,,leadership,influence,communication,human-behavior,
Leadership Is Language,L. David Marquet,2020,2023-03-15,Audible,Knowledge,Leadership,,leadership,influence,communication,human-behavior,
Crystal Clear,Alistair Paul Becker & Alistair Cockburn,2004,2023-03-13,Kindle,Knowledge,Agile & Lean,Agile-Generic,agile,delivery,human-behavior,,
Think Again,Adam Grant,2021,2023-03-13,Audible,Knowledge,Psychology,,human-behavior,identity,creativity,strategy,
The Wealth of Nations,Adam Smith,1776,2023-03-10,Kindle,Knowledge,Economics,,civilization,power-dynamics,strategy,human-behavior,
The Beck Diet Solution,Judith S. Beck PhD,2007,2023-03-09,Kindle,Knowledge,Health,,health,identity,human-behavior,,
Eat That Frog,Brian Tracy,2001,2023-03-06,Kindle,Knowledge,Leadership,,flow,identity,human-behavior,delivery,
Propaganda - Die Kunst der Public Relations,Yana Veleva,2021,2023-03-06,Kindle,Knowledge,Communication,,influence,power-dynamics,human-behavior,,
Schummeln mit ChatGPT,Christian Rieck,2023,2023-03-06,Kindle,Knowledge,AI,,ai-impact,digital,human-behavior,,
Eat That Frog!,Brian Tracy,2001,2023-03-06,Audible,Knowledge,Leadership,,flow,identity,human-behavior,delivery,
1984 (Nineteen Eighty-Four) with Quoates,George Orwell,1949,2023-02-27,Kindle,Story,Near Future,,power-dynamics,identity,civilization,ethics,
1984,George Orwell,1949,2023-02-27,Audible,Story,Near Future,,power-dynamics,identity,civilization,ethics,
What's Our Problem?,Tim Urban,2023,2023-02-21,Audible,Knowledge,Politics,,human-behavior,civilization,power-dynamics,ethics,
Prisoners of Geography,Tim Marshall,2015,2023-02-18,Audible,Knowledge,Politics,,civilization,power-dynamics,strategy,geography,
Critical Mass,Daniel Suarez,2019,2023-01-31,Audible,Story,Near Future,,digital,ai-impact,power-dynamics,future-scenarios,
How to Take Smart Notes,Sönke Ahrens,2017,2023-01-28,Kindle,Knowledge,Computer Science,,creativity,flow,identity,systems-thinking,
The Nine Types of Leader,James Ashton,2023,2023-01-28,Kindle,Knowledge,Leadership,,leadership,human-behavior,strategy,power-dynamics,
Never - Die letzte Entscheidung,Ken Follett,2021,2023-01-28,Audible,Story,Thriller,,power-dynamics,ethics,civilization,,
Professional Scrum Team,Peter Götz & Uwe Schirmer & Kurt Bittner,2020,2023-01-16,Kindle,Knowledge,Agile & Lean,Scrum,agile,delivery,business-agility,,
The Professional Agile Leader,Ron Eringa & Kurt Bittner & Laurens Bonnema,2020,2023-01-16,Kindle,Knowledge,Agile & Lean,Agile-Generic,agile,leadership,business-agility,delivery,
Zombie Scrum Survival Guide,Johannes Schartau & Christiaan Verwijs & Barry Overeem,2017,2023-01-16,Kindle,Knowledge,Agile & Lean,Scrum,agile,delivery,business-agility,,
Mastering Professional Scrum,Stephanie Ockerman & Simon Reindl,2019,2023-01-16,Kindle,Knowledge,Agile & Lean,Scrum,agile,delivery,business-agility,,
Goldratt's Rules of Flow,Efrat Goldratt-Ashlag,2021,2023-01-16,Kindle,Knowledge,Agile & Lean,TOC,flow,delivery,systems-thinking,lean,
Digital Zettelkasten,David Kadavy,2022,2023-01-12,Kindle,Knowledge,Computer Science,,creativity,flow,systems-thinking,digital,
Digital Zettelkasten,David Kadavy,2022,2023-01-12,Audible,Knowledge,Computer Science,,creativity,flow,systems-thinking,digital,
Neurohacks,Friederike Fabritius & Hans W. Hagemann,2019,2023-01-11,Kindle,Knowledge,Neuroscience,,human-behavior,creativity,flow,health,
Scrumban,Corey Ladas,2009,2023-01-11,Kindle,Knowledge,Agile & Lean,Kanban,agile,delivery,flow,lean,
Neurohacks,Friederike Fabritius & Hans W. Hagemann,2019,2023-01-11,Audible,Knowledge,Neuroscience,,human-behavior,creativity,flow,health,
Limitless,Jim Kwik,2020,2023-01-09,Audible,Knowledge,Psychology,,identity,human-behavior,creativity,flow,
The Phoenix Project,Gene Kim & Kevin Behr & George Spafford,2013,2022-12-29,Kindle,Story,Business Fiction,,delivery,digital,systems-thinking,flow,
Jedes Team ist anders,Holger Koschek & Markus Trbojevic,2019,2022-12-29,Kindle,Knowledge,Organization,,agile,systems-thinking,human-behavior,business-agility,
Making Work Visible,Dominica DeGrandis,2017,2022-12-28,Kindle,Knowledge,Agile & Lean,Kanban,flow,delivery,lean,business-agility,
Die 75 wichtigsten Management- und Beratungstools,Dirk Lippold,2018,2022-12-28,Kindle,Reference,Business,,strategy,leadership,delivery,,
Factfulness,Hans Rosling & Anna Rosling Rönnlund & Ola Rosling,2018,2022-12-28,Kindle,Knowledge,Anthropology,,civilization,human-behavior,future-scenarios,ethics,
Utopien für Realisten,Rutger Bregman,2016,2022-12-28,Kindle,Knowledge,Economics,,civilization,future-scenarios,ethics,strategy,
Utopien für Realisten,Rutger Bregman,2016,2022-12-28,Audible,Knowledge,Economics,,civilization,future-scenarios,ethics,strategy,
HBR's 10 Must Reads on Managing Yourself,Harvard Business Review,2010,2022-12-21,Kindle,Reference,Business,,leadership,identity,human-behavior,,
Vom Ende der unipolaren Welt,Mathias Bröckers,2022,2022-12-07,Kindle,Knowledge,Politics,,civilization,power-dynamics,strategy,geopolitics,
HBR's 10 Must Reads for New Managers,Harvard Business Review,2011,2022-12-07,Kindle,Reference,Business,,leadership,human-behavior,delivery,,
Mind Management Not Time Management,David Kadavy,2020,2022-12-04,Kindle,Knowledge,Psychology,,creativity,flow,identity,human-behavior,
The Heart to Start,David Kadavy,2014,2022-12-04,Kindle,Knowledge,Startup,,creativity,identity,human-behavior,,
Mind Management Not Time Management,David Kadavy,2020,2022-12-04,Audible,Knowledge,Psychology,,creativity,flow,identity,human-behavior,
The Heart To Start,David Kadavy,2014,2022-12-04,Audible,Knowledge,Startup,,creativity,identity,human-behavior,,
The Wayfinders,Wade Davis,2009,2022-12-04,Audible,Knowledge,Anthropology,,civilization,identity,human-behavior,ethics,
Achtsam morden am Rande der Welt,Karsten Dusse,2020,2022-12-02,Audible,Story,Crime,,human-behavior,ethics,identity,,
Cynefin,Dave Snowden & Sonja Blignaut & Zhen Goh & Riva Greenberg & Boudewijn Bertsch,2020,2022-11-30,Kindle,Knowledge,Complexity,Systems-Modeling,complexity,systems-thinking,emergence,chaos,
Navigating Remote Work,David Tate,2022,2022-11-30,Kindle,Knowledge,Organization,,leadership,business-agility,delivery,digital,
The Power of Geography,Tim Marshall,2021,2022-11-08,Kindle,Knowledge,Politics,,civilization,power-dynamics,strategy,,
The Grammar of Systems,Patrick Hoverstadt,2019,2022-11-08,Kindle,Knowledge,Complexity,Systems-Modeling,systems-thinking,complexity,emergence,,
The Power of Geography,Tim Marshall,2021,2022-11-08,Audible,Knowledge,Politics,,civilization,power-dynamics,strategy,,
Die Vernunft und ihre Feinde,Thilo Sarrazin,2020,2022-11-06,Audible,Knowledge,Politics,,civilization,power-dynamics,ethics,human-behavior,
Krebszellen mögen keine Himbeeren,Prof. Dr. med. Richard Béliveau & Dr. med. Denis Gingras,2007,2022-11-04,Kindle,Knowledge,Health,,health,human-behavior,ethics,,
Die vierte Gewalt,Richard David Precht & Harald Welzer,2022,2022-11-02,Audible,Knowledge,Politics,,power-dynamics,civilization,influence,ethics,
Endspiel Europa,Ulrike Guérot & Hauke Ritz,2022,2022-10-31,Kindle,Knowledge,Politics,,civilization,power-dynamics,strategy,future-scenarios,
Endspiel Europa,Ulrike Guérot & Hauke Ritz,2022,2022-10-31,Audible,Knowledge,Politics,,civilization,power-dynamics,strategy,future-scenarios,
The Grand Chessboard,Zbigniew Brzezinski,1997,2022-10-27,Kindle,Knowledge,Politics,,civilization,power-dynamics,strategy,,
Das Kind in mir will achtsam morden,Karsten Dusse,2020,2022-10-27,Audible,Story,Crime,,human-behavior,ethics,identity,,
The Basics of Bitcoins and Blockchains,Antony Lewis,2017,2022-10-24,Kindle,Knowledge,Economics,,digital,strategy,future-scenarios,,
Imperium USA,Daniele Ganser,2020,2022-10-18,Audible,Knowledge,Politics,,civilization,power-dynamics,strategy,,
Heiliger Schwefel,Cidney Cage,2022,2022-10-13,Kindle,Story,Thriller,,power-dynamics,chaos,civilization,,
Who Rules the World?,Noam Chomsky,2016,2022-10-13,Audible,Knowledge,Politics,,civilization,power-dynamics,ethics,influence,
Six Simple Rules,Yves Morieux & Peter Tollman,2014,2022-10-09,Kindle,Knowledge,Organization,,systems-thinking,complexity,business-agility,leadership,
Komplexe Systeme lesen,Georg Müller-Christ & Denis Pijetlovic,2020,2022-10-09,Kindle,Knowledge,Complexity,,systems-thinking,complexity,emergence,human-behavior,
Athos 2643,Nils Westerboer,2022,2022-10-09,Kindle,Story,Near Future,,future-scenarios,civilization,ai-impact,,
General System Theory,Ludwig von Bertalanffy,1968,2022-10-09,Kindle,Knowledge,Science,Systems-Modeling,systems-thinking,complexity,emergence,,
Six Simple Rules,Yves Morieux & Peter Tollman,2014,2022-10-09,Audible,Knowledge,Organization,,systems-thinking,complexity,business-agility,leadership,
Athos 2643,Nils Westerboer,2022,2022-10-09,Audible,Story,Near Future,,future-scenarios,civilization,ai-impact,,
My Story,Mohammed bin Rashid Al Maktoum,2019,2022-10-08,Kindle,Knowledge,Biography,,leadership,strategy,civilization,,
The Origins of Political Order,Francis Fukuyama,2011,2022-10-06,Kindle,Knowledge,Politics,,civilization,power-dynamics,strategy,evolution,
Die 27 Techniken der Manipulation,Erik Rode,2022,2022-10-06,Kindle,Knowledge,Communication,,influence,power-dynamics,human-behavior,,
The Origins of Political Order,Francis Fukuyama,2011,2022-10-06,Audible,Knowledge,Politics,,civilization,power-dynamics,strategy,evolution,
The Basics of Bitcoins and Blockchains,Antony Lewis,2017,2022-10-06,Audible,Knowledge,Economics,,digital,strategy,future-scenarios,,
Achtsam morden im Hier und Jetzt,Karsten Dusse,2019,2022-10-05,Audible,Story,Crime,,human-behavior,ethics,identity,,
The 6 Types of Working Genius,Patrick M. Lencioni,2022,2022-09-27,Kindle,Knowledge,Organization,,leadership,human-behavior,systems-thinking,business-agility,
Hört auf zu coachen!,Svenja Hofert,2020,2022-09-24,Kindle,Knowledge,Leadership,,leadership,human-behavior,influence,,
THE ART OF WAR (Giles Translation),Sun Tzu,2003,2022-09-22,Kindle,Knowledge,Strategy,,strategy,power-dynamics,influence,,
Keine Sinnfragen bitte!,Gunter Dueck,2021,2022-09-19,Audible,Knowledge,Philosophy,,human-behavior,ethics,identity,,
Sturmklänge,Brandon Sanderson,2010,2022-09-19,Audible,Story,High Fantasy,,civilization,power-dynamics,chaos,,
The Manager's Path,Camille Fournier,2017,2022-09-19,Audible,Knowledge,Computer Science,,leadership,delivery,human-behavior,systems-thinking,
Einführung in die systemische Organisationstheorie,Fritz B. Simon,2007,2022-09-18,Kindle,Knowledge,Complexity,Systems-Modeling,systems-thinking,complexity,emergence,,
Achtsam morden,Karsten Dusse,2017,2022-09-17,Audible,Story,Crime,,human-behavior,ethics,identity,,
Four Thousand Weeks,Oliver Burkeman,2021,2022-09-17,Audible,Knowledge,Philosophy,,identity,human-behavior,ethics,consciousness,
The First Law 1,Joe Abercrombie,2006,2022-09-16,Audible,Story,High Fantasy,,power-dynamics,civilization,chaos,,
The Chaos Machine,Max Fisher,2022,2022-09-08,Audible,Knowledge,Politics,,digital,power-dynamics,civilization,ai-impact,
KI 2041,Kai-Fu Lee & Quifan Chen,2021,2022-09-02,Audible,Story,Near Future,,ai-impact,future-scenarios,civilization,,
The Workshop Survival Guide,Rob Fitzpatrick & Devin Hunt & Adam Rosen,2014,2022-08-29,Kindle,Knowledge,Design,,design-thinking,delivery,creativity,,
The World of Null-A,A. E. van Vogt,1945,2022-08-28,Kindle,Story,Classic SF,,consciousness,identity,future-scenarios,,
Drink?,Professor David Nutt,2020,2022-08-28,Audible,Knowledge,Health,,health,human-behavior,ethics,,
Deviate,Beau Lotto,2017,2022-08-25,Kindle,Knowledge,Neuroscience,,human-behavior,creativity,consciousness,identity,
Deviate,Beau Lotto,2017,2022-08-25,Audible,Knowledge,Neuroscience,,human-behavior,creativity,consciousness,identity,
Prisoner's Dilemma,William Poundstone,1992,2022-08-13,Kindle,Knowledge,Strategy,,strategy,systems-thinking,power-dynamics,,
The Weaponisation of Everything,Mark Galeotti,2022,2022-08-12,Kindle,Knowledge,Politics,,civilization,power-dynamics,strategy,,
Think Like a Freak,Steven D. Levitt & Stephen J. Dubner,2014,2022-08-12,Audible,Knowledge,Psychology,,human-behavior,strategy,systems-thinking,ethics,
Einführung in Systemtheorie und Konstruktivismus,Fritz B. Simon,2015,2022-08-09,Kindle,Knowledge,Complexity,Systems-Modeling,systems-thinking,complexity,emergence,,
